ENSG	HUGO	GAF	GENCODE
ENSG00000225127	LINC00237	none	ENSG00000225127.2
ENSG00000225128	LINC00972	none	ENSG00000225128.1
ENSG00000225129	none	none	ENSG00000225129.1
ENSG00000225131	PSME2P2	none	ENSG00000225131.2
ENSG00000225133	MORF4L1P4	none	ENSG00000225133.1
ENSG00000225135	none	none	ENSG00000164506.14
ENSG00000225136	PGBD4P5	none	ENSG00000225136.1
ENSG00000225137	DYNC1I2P1	none	ENSG00000225137.1
ENSG00000225138	SLC9A3-AS1	none	ENSG00000225138.7
ENSG00000225140	none	none	ENSG00000225140.1
ENSG00000225142	none	none	ENSG00000225142.2
ENSG00000225144	none	none	ENSG00000225144.2
ENSG00000225146	none	none	ENSG00000225146.1
ENSG00000225147	RPS12P10	none	ENSG00000225147.1
ENSG00000225148	none	none	ENSG00000225148.1
ENSG00000225151	GOLGA2P7	LOC388152|388152	ENSG00000225151.10
ENSG00000225152	none	none	ENSG00000225152.1
ENSG00000225154	none	none	none
ENSG00000225155	TOMM22P5	none	ENSG00000225155.4
ENSG00000225156	none	none	ENSG00000225156.2
ENSG00000225157	none	none	none
ENSG00000225158	HSPE1P24	none	ENSG00000225158.2
ENSG00000225159	NPM1P39	none	ENSG00000225159.1
ENSG00000225160	none	none	none
ENSG00000225163	LINC00618	none	ENSG00000225163.3
ENSG00000225165	none	none	ENSG00000225165.3
ENSG00000225166	none	none	ENSG00000225166.1
ENSG00000225167	TXNP2	none	ENSG00000225167.1
ENSG00000225169	BRI3P1	none	ENSG00000225169.1
ENSG00000225170	none	none	ENSG00000225170.2
ENSG00000225171	DUTP6	none	ENSG00000225171.2
ENSG00000225172	none	none	ENSG00000225172.5
ENSG00000225173	none	none	ENSG00000225173.1
ENSG00000225174	OSTM1-AS1	none	ENSG00000225174.1
ENSG00000225175	none	none	ENSG00000225175.1
ENSG00000225176	ATP5LP4	none	ENSG00000225176.2
ENSG00000225177	none	none	ENSG00000225177.5
ENSG00000225178	RPSAP56	none	none
ENSG00000225179	LINC00457	none	ENSG00000225179.1
ENSG00000225180	AATK-AS1	LOC388428|388428	ENSG00000225180.6
ENSG00000225181	none	none	ENSG00000225181.1
ENSG00000225182	none	none	ENSG00000225182.1
ENSG00000225183	none	none	ENSG00000225183.1
ENSG00000225185	none	none	ENSG00000225185.3
ENSG00000225186	none	none	ENSG00000241571.2
ENSG00000225187	none	none	ENSG00000225187.1
ENSG00000225189	REREP1Y	none	ENSG00000225189.1
ENSG00000225190	PLEKHM1	PLEKHM1|9842	ENSG00000225190.8
ENSG00000225191	none	none	ENSG00000225191.1
ENSG00000225192	ZNF33BP1	none	ENSG00000225192.1
ENSG00000225193	RPS12P26	none	ENSG00000225193.5
ENSG00000225194	LINC00092	NCRNA00092|100188953	ENSG00000225194.2
ENSG00000225195	none	none	ENSG00000225195.2
ENSG00000225196	RPL10P17	none	ENSG00000225196.2
ENSG00000225198	SSXP3	none	ENSG00000225198.1
ENSG00000225200	none	none	ENSG00000225200.2
ENSG00000225202	none	none	none
ENSG00000225203	none	none	none
ENSG00000225205	none	none	ENSG00000225205.5
ENSG00000225206	MIR137HG	none	ENSG00000225206.5
ENSG00000225208	none	none	ENSG00000225208.1
ENSG00000225209	none	none	ENSG00000225209.1
ENSG00000225210	DUXAP9	none	ENSG00000225210.9
ENSG00000225212	AKR1B1P6	none	ENSG00000225212.4
ENSG00000225213	none	none	ENSG00000225213.2
ENSG00000225214	none	none	ENSG00000225214.1
ENSG00000225215	SMARCE1P1	none	ENSG00000225215.1
ENSG00000225216	none	none	ENSG00000225216.6
ENSG00000225217	HSPA7	HSPA7|3311	ENSG00000225217.1
ENSG00000225218	none	none	ENSG00000225218.1
ENSG00000225221	PLA2G12AP2	none	ENSG00000225221.1
ENSG00000225222	CHCHD4P5	none	ENSG00000225222.2
ENSG00000225224	RPS27AP12	none	ENSG00000225224.1
ENSG00000225225	ARL2BPP10	none	ENSG00000225225.1
ENSG00000225226	LINC01795	none	ENSG00000225226.1
ENSG00000225230	none	none	ENSG00000225230.1
ENSG00000225231	none	none	ENSG00000225231.1
ENSG00000225233	none	none	ENSG00000225233.1
ENSG00000225234	TRAPPC12-AS1	none	ENSG00000225234.1
ENSG00000225235	INTS6L-AS1	none	ENSG00000225235.1
ENSG00000225236	none	none	ENSG00000225236.1
ENSG00000225238	none	none	ENSG00000225238.1
ENSG00000225239	RPL21P107	none	ENSG00000225239.1
ENSG00000225240	none	none	ENSG00000225240.1
ENSG00000225241	none	none	none
ENSG00000225242	COX6B1P7	none	ENSG00000225242.2
ENSG00000225243	none	none	ENSG00000225243.5
ENSG00000225244	none	none	ENSG00000225244.3
ENSG00000225246	RPS2P1	none	ENSG00000225246.1
ENSG00000225249	LINC00378	none	ENSG00000225249.5
ENSG00000225251	RPL5P25	none	ENSG00000225251.1
ENSG00000225253	none	none	ENSG00000225253.1
ENSG00000225254	ARMC8P1	none	ENSG00000225254.2
ENSG00000225255	none	none	none
ENSG00000225256	TRAPPC2P5	none	ENSG00000225256.1
ENSG00000225258	none	none	ENSG00000225258.1
ENSG00000225259	ST13P6	none	ENSG00000225259.4
ENSG00000225261	none	none	ENSG00000225261.1
ENSG00000225263	PCDH9-AS3	none	ENSG00000225263.1
ENSG00000225264	ZNRF2P2	LOC646762|646762	ENSG00000225264.3
ENSG00000225265	TAF1A-AS1	none	ENSG00000225265.1
ENSG00000225267	RPL8P2	none	ENSG00000225267.1
ENSG00000225269	LINC00705	LOC338588|338588	ENSG00000225269.2
ENSG00000225270	CICP12	none	ENSG00000225270.1
ENSG00000225271	none	none	ENSG00000225271.1
ENSG00000225272	none	none	ENSG00000225272.2
ENSG00000225273	none	?|100133144	none
ENSG00000225275	NUP210P2	none	ENSG00000225275.4
ENSG00000225276	MTND1P18	none	ENSG00000225276.1
ENSG00000225278	none	none	none
ENSG00000225279	none	none	ENSG00000225279.1
ENSG00000225280	none	none	ENSG00000225280.6
ENSG00000225282	none	none	ENSG00000225282.1
ENSG00000225284	none	none	ENSG00000225284.1
ENSG00000225285	LINC01770	none	ENSG00000225285.1
ENSG00000225286	none	none	ENSG00000225286.1
ENSG00000225287	OFD1P13Y	none	ENSG00000225287.1
ENSG00000225289	RPL29P29	none	ENSG00000225289.1
ENSG00000225292	none	none	ENSG00000225292.2
ENSG00000225293	ABCD1P4	none	ENSG00000225293.1
ENSG00000225294	OSTCP2	none	ENSG00000225294.1
ENSG00000225295	MTND4P4	none	ENSG00000225295.1
ENSG00000225297	none	none	ENSG00000225297.1
ENSG00000225298	LINC00113	NCRNA00113|54088	ENSG00000225298.5
ENSG00000225299	none	none	ENSG00000225299.1
ENSG00000225300	none	none	ENSG00000225300.1
ENSG00000225302	none	none	ENSG00000225302.2
ENSG00000225303	none	none	ENSG00000225303.2
ENSG00000225304	none	none	ENSG00000225304.1
ENSG00000225306	none	none	none
ENSG00000225308	ASS1P11	none	ENSG00000225308.2
ENSG00000225310	DNAJC19P4	none	ENSG00000225310.1
ENSG00000225311	none	none	ENSG00000225311.1
ENSG00000225313	none	none	ENSG00000225313.5
ENSG00000225314	none	none	ENSG00000225314.1
ENSG00000225315	none	none	ENSG00000225315.2
ENSG00000225316	LINC00350	none	ENSG00000225316.1
ENSG00000225318	none	none	ENSG00000152767.15
ENSG00000225319	none	none	none
ENSG00000225321	LINC01427	none	ENSG00000225321.1
ENSG00000225322	none	none	none
ENSG00000225323	none	none	ENSG00000225323.1
ENSG00000225324	none	none	ENSG00000239792.2
ENSG00000225325	none	none	ENSG00000225325.1
ENSG00000225326	USP9YP19	none	ENSG00000225326.1
ENSG00000225327	USP17L3	none	ENSG00000225327.3
ENSG00000225328	LINC01594	none	ENSG00000225328.1
ENSG00000225329	LHFPL3-AS2	LOC723809|723809	ENSG00000225329.3
ENSG00000225330	none	B3GALT5|10317	ENSG00000225330.1
ENSG00000225331	LINC01678	none	ENSG00000225331.1
ENSG00000225332	none	none	ENSG00000273118.1
ENSG00000225333	none	none	ENSG00000225333.6
ENSG00000225334	none	none	ENSG00000225334.1
ENSG00000225335	none	none	ENSG00000225335.3
ENSG00000225336	HMGB3P1	HMGB3L1|128872	ENSG00000225336.2
ENSG00000225337	none	none	ENSG00000225337.1
ENSG00000225338	RPL23AP18	none	ENSG00000225338.1
ENSG00000225339	none	none	none
ENSG00000225341	none	none	ENSG00000225341.1
ENSG00000225342	none	none	ENSG00000225342.2
ENSG00000225343	RPL21P66	none	ENSG00000225343.1
ENSG00000225344	none	none	ENSG00000225344.1
ENSG00000225345	SNX18P3	none	ENSG00000225345.3
ENSG00000225347	SLC25A5P8	none	ENSG00000225347.1
ENSG00000225349	none	none	ENSG00000225349.2
ENSG00000225350	FREM2-AS1	none	ENSG00000225350.1
ENSG00000225352	RPL31P53	none	ENSG00000225352.1
ENSG00000225353	none	none	none
ENSG00000225354	RPL7AP52	none	ENSG00000225354.1
ENSG00000225355	ARL6IP1P2	none	ENSG00000225355.1
ENSG00000225356	none	none	ENSG00000225356.3
ENSG00000225357	RPF2P1	none	ENSG00000225357.3
ENSG00000225358	MIPEPP1	none	ENSG00000225358.1
ENSG00000225359	none	none	ENSG00000225359.1
ENSG00000225360	none	none	ENSG00000225360.1
ENSG00000225361	PPP1R26-AS1	none	none
ENSG00000225362	CT62	CT62|196993	ENSG00000225362.8
ENSG00000225364	ATP6V0E1P1	none	ENSG00000225364.1
ENSG00000225365	none	none	ENSG00000225365.1
ENSG00000225366	TDGF1P3	TDGF3|6998	ENSG00000225366.4
ENSG00000225369	none	none	ENSG00000225369.1
ENSG00000225370	none	none	ENSG00000225370.1
ENSG00000225371	CICP8	none	ENSG00000225371.1
ENSG00000225373	WASH5P	none	ENSG00000282458.1
ENSG00000225374	none	none	none
ENSG00000225375	none	none	none
ENSG00000225376	TMEM246-AS1	none	ENSG00000225376.5
ENSG00000225377	NRSN2-AS1	none	ENSG00000225377.5
ENSG00000225378	none	none	ENSG00000225378.1
ENSG00000225380	IGKV1OR9-2	none	ENSG00000225380.4
ENSG00000225381	RPS5P7	none	ENSG00000225381.2
ENSG00000225383	SFTA1P	SFTA1P|207107	ENSG00000225383.6
ENSG00000225384	none	none	ENSG00000225384.1
ENSG00000225385	none	none	ENSG00000225385.3
ENSG00000225386	none	none	ENSG00000225386.1
ENSG00000225387	none	none	ENSG00000225387.1
ENSG00000225391	none	NHEG1|100294720	ENSG00000225391.5
ENSG00000225392	none	none	ENSG00000225392.1
ENSG00000225393	none	none	ENSG00000225393.1
ENSG00000225394	none	none	ENSG00000225394.1
ENSG00000225396	FAM236D	none	ENSG00000225396.5
ENSG00000225397	none	none	ENSG00000225397.1
ENSG00000225398	PGM5P4	none	ENSG00000225398.3
ENSG00000225399	none	none	ENSG00000225399.4
ENSG00000225400	RAB28P5	none	ENSG00000225400.1
ENSG00000225401	TGIF2P1	none	ENSG00000225401.2
ENSG00000225402	none	none	ENSG00000225402.1
ENSG00000225404	RPL26P34	none	ENSG00000225404.2
ENSG00000225405	RPS15AP17	none	ENSG00000225405.3
ENSG00000225406	none	none	ENSG00000225406.1
ENSG00000225407	none	none	ENSG00000225407.3
ENSG00000225408	none	none	ENSG00000225408.1
ENSG00000225410	none	none	none
ENSG00000225411	none	none	ENSG00000225411.2
ENSG00000225413	none	none	ENSG00000225413.2
ENSG00000225414	none	none	none
ENSG00000225415	CCRL1P1	none	ENSG00000225415.2
ENSG00000225416	none	none	ENSG00000225416.1
ENSG00000225417	none	none	ENSG00000225417.1
ENSG00000225418	AKR1C5P	none	ENSG00000225418.1
ENSG00000225419	RPL21P3	none	ENSG00000225419.1
ENSG00000225420	none	none	ENSG00000225420.1
ENSG00000225421	none	none	ENSG00000225421.1
ENSG00000225422	RBMS1P1	none	ENSG00000225422.4
ENSG00000225423	TNPO1P1	none	ENSG00000225423.1
ENSG00000225424	none	none	ENSG00000225424.1
ENSG00000225425	none	none	none
ENSG00000225427	LINC00331	none	ENSG00000225427.1
ENSG00000225428	NDUFB4P7	none	ENSG00000225428.1
ENSG00000225430	none	none	none
ENSG00000225431	LINC01671	none	ENSG00000225431.1
ENSG00000225433	none	none	none
ENSG00000225434	LINC01504	none	ENSG00000225434.2
ENSG00000225436	none	none	ENSG00000108474.16
ENSG00000225437	PACRG-AS2	none	ENSG00000225437.5
ENSG00000225438	KRT41P	none	ENSG00000225438.1
ENSG00000225439	BOLA3-AS1	none	ENSG00000225439.2
ENSG00000225442	MPRIP-AS1	none	ENSG00000225442.2
ENSG00000225443	none	none	ENSG00000225443.1
ENSG00000225444	LINC01867	none	ENSG00000225444.1
ENSG00000225446	LINC01763	none	ENSG00000225446.1
ENSG00000225447	RPS15AP10	RPS15AP10|728963	ENSG00000225447.1
ENSG00000225448	none	none	ENSG00000225448.1
ENSG00000225449	RAB6C-AS1	none	ENSG00000225449.3
ENSG00000225450	none	none	ENSG00000225450.1
ENSG00000225451	none	none	ENSG00000225451.1
ENSG00000225455	TPI1P4	none	ENSG00000225455.3
ENSG00000225457	none	none	ENSG00000225457.1
ENSG00000225458	none	none	ENSG00000225458.1
ENSG00000225460	none	none	ENSG00000225460.1
ENSG00000225461	none	none	none
ENSG00000225462	FDPSP1	none	ENSG00000225462.1
ENSG00000225463	ZNF70P1	none	ENSG00000225463.1
ENSG00000225465	RFPL1S	RFPL1S|10740	ENSG00000225465.8
ENSG00000225466	OFD1P10Y	none	ENSG00000225466.1
ENSG00000225469	none	none	ENSG00000225469.3
ENSG00000225470	JPX	NCRNA00183|554203	ENSG00000225470.6
ENSG00000225471	none	FLJ44635|392490	ENSG00000204131.8
ENSG00000225472	none	none	ENSG00000225472.1
ENSG00000225473	ATP13A4-AS1	none	ENSG00000225473.1
ENSG00000225474	none	none	none
ENSG00000225475	none	none	ENSG00000225475.1
ENSG00000225476	MTCO3P5	none	ENSG00000225476.1
ENSG00000225477	none	NELL1|4745	ENSG00000225477.3
ENSG00000225478	none	none	ENSG00000225478.2
ENSG00000225479	PLCB1-IT1	none	ENSG00000225479.1
ENSG00000225480	none	none	ENSG00000225480.1
ENSG00000225482	RPS6P14	none	ENSG00000225482.1
ENSG00000225483	none	none	ENSG00000225483.1
ENSG00000225484	NUTM2B-AS1	none	ENSG00000225484.6
ENSG00000225485	ARHGAP23	ARHGAP23|57636	ENSG00000275832.4
ENSG00000225486	none	none	ENSG00000225486.1
ENSG00000225487	none	none	ENSG00000225487.2
ENSG00000225488	none	none	ENSG00000225488.1
ENSG00000225489	none	KDM4C|23081	ENSG00000225489.6
ENSG00000225490	none	none	ENSG00000225490.1
ENSG00000225491	UBE2Q2P4Y	none	ENSG00000225491.1
ENSG00000225492	GBP1P1	LOC400759|400759	ENSG00000225492.6
ENSG00000225493	LINC01107	none	ENSG00000225493.1
ENSG00000225496	none	none	ENSG00000225496.1
ENSG00000225497	KCNMA1-AS2	none	ENSG00000225497.5
ENSG00000225498	none	none	ENSG00000225498.1
ENSG00000225499	RPL15P4	none	ENSG00000225499.1
ENSG00000225501	SNRPFP3	none	ENSG00000225501.1
ENSG00000225502	GAPDHP16	none	ENSG00000225502.2
ENSG00000225504	none	none	ENSG00000146352.12
ENSG00000225505	none	none	ENSG00000225505.1
ENSG00000225506	CYP4A22-AS1	none	ENSG00000225506.2
ENSG00000225507	none	none	ENSG00000225507.1
ENSG00000225508	SSXP5	none	ENSG00000225508.1
ENSG00000225509	AIFM1P1	none	ENSG00000225509.1
ENSG00000225510	PCDH8P1	none	ENSG00000225510.2
ENSG00000225511	LINC00475	C9orf44|158314	ENSG00000225511.6
ENSG00000225513	none	none	ENSG00000225513.1
ENSG00000225514	MTND1P34	none	ENSG00000225514.1
ENSG00000225515	none	none	none
ENSG00000225516	FAM197Y5	none	ENSG00000225516.6
ENSG00000225518	LINC01703	none	ENSG00000225518.2
ENSG00000225519	none	none	ENSG00000225519.1
ENSG00000225520	TTTY16	TTTY16|252948	ENSG00000225520.1
ENSG00000225521	none	none	ENSG00000225521.1
ENSG00000225522	none	none	ENSG00000225522.2
ENSG00000225523	IGKV6D-21	none	ENSG00000225523.2
ENSG00000225525	none	none	ENSG00000273124.1
ENSG00000225526	MKRN2OS	none	ENSG00000225526.4
ENSG00000225527	none	none	ENSG00000225527.1
ENSG00000225528	none	none	ENSG00000225528.1
ENSG00000225529	none	none	none
ENSG00000225530	SP3P	none	ENSG00000225530.1
ENSG00000225531	none	none	ENSG00000225531.1
ENSG00000225532	none	none	ENSG00000225532.1
ENSG00000225533	PAWRP1	none	ENSG00000225533.1
ENSG00000225535	LINC01393	none	ENSG00000225535.6
ENSG00000225536	STIP1P3	none	ENSG00000225536.2
ENSG00000225537	none	none	ENSG00000225537.1
ENSG00000225538	OR5BE1P	none	ENSG00000225538.1
ENSG00000225539	LINC01821	none	ENSG00000225539.5
ENSG00000225541	none	none	ENSG00000225541.1
ENSG00000225542	ZNF385D-AS1	none	ENSG00000225542.1
ENSG00000225544	none	none	ENSG00000225544.1
ENSG00000225545	none	none	ENSG00000225545.1
ENSG00000225546	none	none	ENSG00000225546.5
ENSG00000225548	LINC01980	none	ENSG00000225548.5
ENSG00000225549	none	none	ENSG00000225549.3
ENSG00000225551	none	none	ENSG00000225551.1
ENSG00000225552	NAALADL2-AS1	none	ENSG00000225552.1
ENSG00000225554	none	none	ENSG00000225554.1
ENSG00000225555	none	none	ENSG00000225555.1
ENSG00000225556	C2CD4D	C2CD4D|100191040	ENSG00000225556.1
ENSG00000225557	MTCO3P20	none	ENSG00000225557.1
ENSG00000225558	UBE2D3P2	none	ENSG00000225558.1
ENSG00000225559	none	none	ENSG00000225559.1
ENSG00000225560	FAM197Y8	none	none
ENSG00000225561	LINC01710	none	ENSG00000225561.1
ENSG00000225562	none	none	ENSG00000226620.7
ENSG00000225563	none	none	ENSG00000225563.1
ENSG00000225564	LINC01492	none	ENSG00000225564.6
ENSG00000225565	none	none	none
ENSG00000225568	none	none	ENSG00000225568.1
ENSG00000225569	CCT4P2	none	ENSG00000225569.1
ENSG00000225570	none	none	ENSG00000225570.1
ENSG00000225572	DOCK4-AS1	none	ENSG00000225572.1
ENSG00000225573	RPL35P5	none	ENSG00000225573.4
ENSG00000225574	DRAXINP1	none	ENSG00000225574.1
ENSG00000225578	NCBP2-AS1	none	ENSG00000225578.1
ENSG00000225579	EDNRB-AS1	none	ENSG00000225579.1
ENSG00000225580	none	none	ENSG00000225580.2
ENSG00000225581	TRIM53AP	TRIM53|642569	ENSG00000225581.3
ENSG00000225582	none	none	ENSG00000225582.1
ENSG00000225583	none	none	ENSG00000225583.1
ENSG00000225585	IPPKP1	none	ENSG00000225585.1
ENSG00000225588	none	none	ENSG00000225588.2
ENSG00000225591	none	none	ENSG00000225591.2
ENSG00000225594	none	none	ENSG00000225594.1
ENSG00000225595	LINC01623	none	ENSG00000225595.2
ENSG00000225597	none	FAM74A1|401507	none
ENSG00000225598	none	none	ENSG00000225598.1
ENSG00000225602	MTOR-AS1	none	ENSG00000225602.5
ENSG00000225603	none	none	ENSG00000225603.3
ENSG00000225605	none	none	ENSG00000225605.1
ENSG00000225606	none	none	ENSG00000225606.1
ENSG00000225607	none	none	ENSG00000267594.5
ENSG00000225609	CDY20P	none	ENSG00000225609.1
ENSG00000225610	none	none	ENSG00000225610.1
ENSG00000225611	LINC02158	none	ENSG00000225611.1
ENSG00000225612	none	none	ENSG00000225612.1
ENSG00000225613	LINCMD1	none	ENSG00000225613.2
ENSG00000225614	ZNF469	ZNF469|84627	ENSG00000225614.2
ENSG00000225615	RBMY2UP	none	ENSG00000225615.1
ENSG00000225616	none	none	ENSG00000225616.2
ENSG00000225619	MYT1L-AS1	LOC730811|730811	ENSG00000225619.1
ENSG00000225620	none	none	ENSG00000225620.1
ENSG00000225622	PPIAP17	none	ENSG00000225622.1
ENSG00000225623	AGBL4-IT1	none	ENSG00000225623.1
ENSG00000225624	TBL1YP1	none	ENSG00000225624.1
ENSG00000225625	none	none	ENSG00000225625.4
ENSG00000225626	C9orf135-AS1	none	ENSG00000225626.2
ENSG00000225627	none	none	none
ENSG00000225630	MTND2P28	none	ENSG00000225630.1
ENSG00000225632	none	none	ENSG00000225632.1
ENSG00000225636	HNRNPA3P15	none	ENSG00000225636.1
ENSG00000225637	none	none	ENSG00000225637.1
ENSG00000225638	PABPC1P12	none	ENSG00000225638.1
ENSG00000225639	PGAM1P2	none	ENSG00000225639.1
ENSG00000225640	LINC01729	none	ENSG00000225640.1
ENSG00000225642	SNRPEP5	none	ENSG00000225642.1
ENSG00000225643	none	none	ENSG00000225643.1
ENSG00000225644	RPL35AP4	none	ENSG00000225644.1
ENSG00000225646	none	none	none
ENSG00000225647	none	none	ENSG00000225647.1
ENSG00000225648	SBDSP1	SBDSP1|155370	ENSG00000225648.5
ENSG00000225649	none	none	ENSG00000225649.5
ENSG00000225650	EIF2S2P5	none	ENSG00000225650.2
ENSG00000225652	KCNMA1-AS3	none	ENSG00000225652.1
ENSG00000225653	RNF19BPY	none	ENSG00000225653.1
ENSG00000225655	none	none	ENSG00000277631.4
ENSG00000225656	none	none	ENSG00000225656.1
ENSG00000225657	LINC01716	none	ENSG00000225657.2
ENSG00000225658	TAF13P2	none	ENSG00000225658.1
ENSG00000225660	none	none	ENSG00000225660.1
ENSG00000225661	RPL14P5	none	ENSG00000225661.6
ENSG00000225662	none	none	ENSG00000225662.2
ENSG00000225663	MCRIP1	FAM195B|348262	ENSG00000225663.7
ENSG00000225664	YWHAZP8	none	ENSG00000225664.3
ENSG00000225665	none	none	ENSG00000225665.4
ENSG00000225666	none	none	ENSG00000105983.19
ENSG00000225667	LINC00505	none	ENSG00000225667.1
ENSG00000225668	none	none	none
ENSG00000225669	RPL23AP27	none	ENSG00000225669.1
ENSG00000225670	CADM3-AS1	none	ENSG00000225670.4
ENSG00000225671	FCF1P6	none	ENSG00000225671.2
ENSG00000225672	CCNT2P1	none	ENSG00000225672.1
ENSG00000225673	none	none	ENSG00000225673.3
ENSG00000225674	IPO7P2	none	ENSG00000225674.1
ENSG00000225675	LINC01771	none	ENSG00000225675.2
ENSG00000225676	none	none	ENSG00000225676.1
ENSG00000225678	none	none	ENSG00000225678.2
ENSG00000225679	none	none	none
ENSG00000225680	none	none	ENSG00000225680.1
ENSG00000225681	none	none	ENSG00000225681.2
ENSG00000225683	PACRG-AS3	none	ENSG00000225683.5
ENSG00000225684	FAM225B	C9orf110|100128385	ENSG00000225684.3
ENSG00000225685	TSPY5P	none	ENSG00000225685.1
ENSG00000225689	none	none	ENSG00000225689.1
ENSG00000225690	TREML5P	TREML2P1|221438	ENSG00000225690.1
ENSG00000225693	LAGE3P1	none	ENSG00000225693.1
ENSG00000225695	HNRNPA1P35	none	ENSG00000225695.1
ENSG00000225697	SLC26A6	SLC26A6|65010	ENSG00000225697.10
ENSG00000225698	IGHV3-72	ADAM6|8755	ENSG00000225698.3
ENSG00000225701	EIF4A1P13	none	ENSG00000225701.1
ENSG00000225703	none	none	ENSG00000225703.1
ENSG00000225704	none	none	ENSG00000268062.1
ENSG00000225705	none	none	ENSG00000225705.2
ENSG00000225706	PTPRD-AS1	none	ENSG00000225706.1
ENSG00000225707	none	none	none
ENSG00000225708	none	none	ENSG00000225708.6
ENSG00000225710	none	none	ENSG00000225710.1
ENSG00000225711	none	none	ENSG00000225711.1
ENSG00000225712	ATP5G2P1	none	ENSG00000225712.1
ENSG00000225713	RPL30P1	none	ENSG00000225713.5
ENSG00000225715	none	none	ENSG00000225715.1
ENSG00000225716	ELOCP13	none	ENSG00000225716.1
ENSG00000225718	none	none	ENSG00000225718.1
ENSG00000225719	NMNAT1P2	none	ENSG00000225719.2
ENSG00000225720	none	none	ENSG00000225720.6
ENSG00000225721	none	none	ENSG00000225721.5
ENSG00000225722	none	none	ENSG00000225722.1
ENSG00000225723	MTND6P15	none	ENSG00000225723.1
ENSG00000225724	ASH2LP3	none	ENSG00000225724.1
ENSG00000225725	FAM66E	FAM66E|100132103	ENSG00000225725.4
ENSG00000225726	none	none	ENSG00000225726.1
ENSG00000225727	none	none	ENSG00000225727.2
ENSG00000225728	none	none	ENSG00000225728.2
ENSG00000225730	none	none	ENSG00000225730.1
ENSG00000225731	none	none	ENSG00000225731.1
ENSG00000225733	FGD5-AS1	none	ENSG00000225733.5
ENSG00000225735	NEK4P1	none	ENSG00000225735.1
ENSG00000225738	NRG3-AS1	none	ENSG00000225738.2
ENSG00000225739	NPM1P18	none	ENSG00000225739.1
ENSG00000225740	ELOCP6	none	ENSG00000225740.1
ENSG00000225741	none	none	ENSG00000225741.1
